time,y,true_probs,oracle,oracle_80,constant_0.5,constant_0,constant_1,laplace,k29_epa,k29_poly3,k29_rbf0.01,mix_50_50_random_oracle,mix_80_20_random_oracle,mix_50_50_oracle_random,mix_80_20_oracle_random
6323,1,0.4507849817925413,1.0,0.8,0.5,0,1,0.4965211891208096,0.4716796875,0.484375,0.4990234375,1.0,0.5,0.5,1.0
6324,0,0.4565038106718794,0.0,0.2,0.5,0,1,0.4964426877470356,0.490234375,0.4931640625,0.4990234375,0.5,0.5,0.0,0.0
6325,1,0.5313791301944836,1.0,0.8,0.5,0,1,0.4965222889661713,0.4736328125,0.484375,0.4990234375,1.0,0.5,0.5,1.0
6326,0,0.3672835959494614,0.0,0.2,0.5,0,1,0.4964438122332859,0.4921875,0.4931640625,0.4990234375,0.5,0.0,0.0,0.5
6327,1,0.5910619885120802,1.0,0.8,0.5,0,1,0.4965233881163085,0.474609375,0.484375,0.4990234375,1.0,0.5,0.5,1.0
6328,1,0.2920513866300803,1.0,0.8,0.5,0,1,0.4966029388528993,0.4931640625,0.494140625,0.4990234375,0.5,0.5,1.0,1.0
6329,1,0.6017787355595875,1.0,0.8,0.5,0,1,0.4966824644549763,0.5107421875,0.5029296875,0.4990234375,1.0,0.5,0.5,1.0
6330,0,0.5426674559520864,0.0,0.2,0.5,0,1,0.4966040120044226,0.52734375,0.51171875,0.4990234375,0.5,0.5,0.0,0.0
6331,0,0.29409201351325,0.0,0.2,0.5,0,1,0.4965255843335439,0.5087890625,0.501953125,0.4990234375,0.0,0.0,0.5,0.5
6332,1,0.5086566488262074,1.0,0.8,0.5,0,1,0.4966050844781304,0.4912109375,0.4931640625,0.4990234375,0.5,0.5,1.0,1.0
6333,0,0.5399968728593559,0.0,0.2,0.5,0,1,0.4965266814019577,0.5087890625,0.501953125,0.4990234375,0.0,0.5,0.5,0.0
6334,0,0.3805826489825981,0.0,0.2,0.5,0,1,0.4964483030781373,0.4912109375,0.4931640625,0.4990234375,0.5,0.5,0.0,0.0
6335,1,0.4934403513499151,1.0,0.8,0.5,0,1,0.4965277777777778,0.474609375,0.484375,0.4990234375,1.0,0.5,0.5,1.0
6336,1,0.3483264814476815,1.0,0.8,0.5,0,1,0.4966072273946662,0.4931640625,0.494140625,0.4990234375,0.5,1.0,1.0,0.5
6337,0,0.5867876687009732,0.0,0.2,0.5,0,1,0.4965288734616598,0.5107421875,0.5029296875,0.4990234375,0.0,0.5,0.5,0.0
6338,0,0.5704035504896023,0.0,0.2,0.5,0,1,0.4964505442498816,0.4921875,0.494140625,0.4990234375,0.5,0.5,0.0,0.0
6339,1,0.4985836987649471,1.0,0.8,0.5,0,1,0.4965299684542587,0.4755859375,0.4853515625,0.4990234375,1.0,0.5,0.5,1.0
6340,1,0.2448662674526307,1.0,0.8,0.5,0,1,0.4966093676076328,0.494140625,0.494140625,0.4990234375,0.5,0.5,1.0,1.0
6341,0,0.4940895380023828,0.0,0.2,0.5,0,1,0.4965310627562283,0.51171875,0.5029296875,0.4990234375,0.0,0.0,0.5,0.5
6342,1,0.482173670083974,1.0,0.8,0.5,0,1,0.4966104367018761,0.4931640625,0.494140625,0.4990234375,0.5,0.5,1.0,1.0
6343,1,0.4327868882535058,1.0,0.8,0.5,0,1,0.4966897856242118,0.5107421875,0.5029296875,0.4990234375,1.0,0.5,0.5,1.0
6344,0,0.3542263934172912,0.0,0.2,0.5,0,1,0.4966115051221434,0.5283203125,0.51171875,0.4990234375,0.5,0.5,0.0,0.0
6345,1,0.4158472615776294,1.0,0.8,0.5,0,1,0.4966908288685786,0.509765625,0.5029296875,0.4990234375,1.0,0.5,0.5,1.0
6346,0,0.4507571902168013,0.0,0.2,0.5,0,1,0.496612572869072,0.52734375,0.51171875,0.4990234375,0.5,0.0,0.0,0.5
6347,0,0.4894540871865068,0.0,0.2,0.5,0,1,0.4965343415248897,0.5087890625,0.501953125,0.4990234375,0.0,0.5,0.5,0.0
6348,1,0.5658706538870542,1.0,0.8,0.5,0,1,0.4966136399432981,0.4912109375,0.4931640625,0.4990234375,0.5,0.5,1.0,1.0
6349,1,0.5627759403245971,1.0,0.8,0.5,0,1,0.4966929133858268,0.5087890625,0.501953125,0.4990234375,1.0,0.5,0.5,1.0
6350,1,0.5202705778339746,1.0,0.8,0.5,0,1,0.4967721618642733,0.525390625,0.5107421875,0.4990234375,0.5,0.5,1.0,1.0
6351,1,0.3971383538464452,1.0,0.8,0.5,0,1,0.4968513853904282,0.5419921875,0.5205078125,0.4990234375,1.0,1.0,0.5,0.5
6352,0,0.5199859496280235,0.0,0.2,0.5,0,1,0.4967731780261294,0.5576171875,0.529296875,0.5,0.5,0.5,0.0,0.0
6353,0,0.5657178834609449,0.0,0.2,0.5,0,1,0.4966949952785647,0.5390625,0.51953125,0.4990234375,0.0,0.5,0.5,0.0
6354,1,0.5690478221001719,1.0,0.8,0.5,0,1,0.4967741935483871,0.51953125,0.509765625,0.4990234375,0.5,0.5,1.0,1.0
6355,1,0.5958951624530977,1.0,0.8,0.5,0,1,0.4968533668974197,0.5361328125,0.5185546875,0.4990234375,1.0,0.5,0.5,1.0
6356,1,0.2677932787178645,1.0,0.8,0.5,0,1,0.4969325153374233,0.552734375,0.52734375,0.5,0.5,1.0,1.0,0.5
6357,1,0.3556846388432782,1.0,0.8,0.5,0,1,0.497011638880151,0.568359375,0.5361328125,0.5,1.0,0.5,0.5,1.0
6358,1,0.4606894457203732,1.0,0.8,0.5,0,1,0.4970907375373486,0.5830078125,0.5458984375,0.5,0.5,0.5,1.0,1.0
6359,0,0.5783826916798945,0.0,0.2,0.5,0,1,0.4970125786163522,0.59765625,0.5546875,0.5,0.0,0.5,0.5,0.0
6360,1,0.5843107950041669,1.0,0.8,0.5,0,1,0.4970916522559346,0.5771484375,0.54296875,0.5,0.5,0.5,1.0,1.0
6361,1,0.4372504651315195,1.0,0.8,0.5,0,1,0.4971707010374096,0.591796875,0.552734375,0.5,1.0,1.0,0.5,0.5
6362,0,0.7080205334209153,0.0,0.2,0.5,0,1,0.4970925663994971,0.60546875,0.5615234375,0.5,0.5,0.5,0.0,0.0
6363,1,0.3137650247869961,1.0,0.8,0.5,0,1,0.497171590194846,0.5849609375,0.5498046875,0.5,1.0,0.5,0.5,1.0
6364,1,0.4674812821111873,1.0,0.8,0.5,0,1,0.4972505891594658,0.599609375,0.55859375,0.5,0.5,0.5,1.0,1.0
6365,0,0.5691859912721721,0.0,0.2,0.5,0,1,0.4971724787935909,0.61328125,0.568359375,0.5009765625,0.0,0.5,0.5,0.0
6366,1,0.4535532809251857,1.0,0.8,0.5,0,1,0.4972514528035181,0.591796875,0.556640625,0.5,0.5,1.0,1.0,0.5
6367,0,0.4061083491087826,0.0,0.2,0.5,0,1,0.4971733668341708,0.6064453125,0.5654296875,0.5009765625,0.0,0.5,0.5,0.0
6368,1,0.6212338823217434,1.0,0.8,0.5,0,1,0.4972523159051656,0.5849609375,0.5537109375,0.5,0.5,0.5,1.0,1.0
6369,1,0.4869439463843688,1.0,0.8,0.5,0,1,0.497331240188383,0.599609375,0.5625,0.5009765625,1.0,0.5,0.5,1.0
6370,0,0.521230900631628,0.0,0.2,0.5,0,1,0.4972531784649192,0.61328125,0.5712890625,0.5009765625,0.5,0.5,0.0,0.0
6371,1,0.620128791552022,1.0,0.8,0.5,0,1,0.4973320778405524,0.591796875,0.5595703125,0.5009765625,1.0,1.0,0.5,0.5
6372,1,0.420056868208353,1.0,0.8,0.5,0,1,0.4974109524556723,0.6064453125,0.5693359375,0.5009765625,0.5,0.5,1.0,1.0
6373,1,0.520286838040996,1.0,0.8,0.5,0,1,0.4974898023219328,0.6201171875,0.578125,0.5009765625,1.0,0.5,0.5,1.0
6374,1,0.4584684825464444,1.0,0.8,0.5,0,1,0.4975686274509804,0.6328125,0.5869140625,0.5009765625,0.5,0.5,1.0,1.0
6375,1,0.3801621610431122,1.0,0.8,0.5,0,1,0.4976474278544542,0.6455078125,0.595703125,0.5009765625,1.0,0.5,0.5,1.0
6376,1,0.6068134939491845,1.0,0.8,0.5,0,1,0.4977262035439862,0.658203125,0.6044921875,0.501953125,0.5,1.0,1.0,0.5
6377,1,0.5538984644313859,1.0,0.8,0.5,0,1,0.497804954531201,0.669921875,0.6142578125,0.501953125,1.0,0.5,0.5,1.0
6378,1,0.5284617434526481,1.0,0.8,0.5,0,1,0.4978836808277159,0.6806640625,0.623046875,0.501953125,0.5,0.5,1.0,1.0
6379,1,0.5082548577263666,1.0,0.8,0.5,0,1,0.497962382445141,0.6923828125,0.6318359375,0.501953125,1.0,0.5,0.5,1.0
6380,1,0.6406200735114028,1.0,0.8,0.5,0,1,0.4980410593950791,0.703125,0.640625,0.501953125,0.5,0.5,1.0,1.0
6381,1,0.2419640745083743,1.0,0.8,0.5,0,1,0.4981197116891256,0.712890625,0.6494140625,0.5029296875,1.0,1.0,0.5,0.5
6382,0,0.4712002417116784,0.0,0.2,0.5,0,1,0.4980416731944226,0.72265625,0.6591796875,0.5029296875,0.5,0.5,0.0,0.0
6383,1,0.3545849005592817,1.0,0.8,0.5,0,1,0.4981203007518797,0.6982421875,0.6416015625,0.5029296875,1.0,0.5,0.5,1.0
6384,1,0.5242414929425707,1.0,0.8,0.5,0,1,0.4981989036805012,0.7080078125,0.650390625,0.5029296875,0.5,0.5,1.0,1.0
6385,1,0.6223798336226267,1.0,0.8,0.5,0,1,0.4982774819918572,0.71875,0.66015625,0.5029296875,1.0,0.5,0.5,1.0
6386,0,0.4148771676659262,0.0,0.2,0.5,0,1,0.498199467668702,0.7275390625,0.6689453125,0.5029296875,0.5,0.0,0.0,0.5
6387,0,0.6526587247820197,0.0,0.2,0.5,0,1,0.4981214777708203,0.703125,0.6513671875,0.5029296875,0.0,0.5,0.5,0.0
6388,0,0.5369450988153608,0.0,0.2,0.5,0,1,0.4980435122867428,0.6787109375,0.634765625,0.5029296875,0.5,0.5,0.0,0.0
6389,1,0.5781736270746518,1.0,0.8,0.5,0,1,0.4981220657276995,0.6552734375,0.619140625,0.5029296875,1.0,0.5,0.5,1.0
6390,1,0.5807586232503793,1.0,0.8,0.5,0,1,0.4982005945861367,0.6669921875,0.6279296875,0.5029296875,0.5,0.5,1.0,1.0
6391,0,0.5395242811191818,0.0,0.2,0.5,0,1,0.4981226533166458,0.6787109375,0.63671875,0.5029296875,0.0,0.0,0.5,0.5
6392,0,0.4063711505166894,0.0,0.2,0.5,0,1,0.4980447364304708,0.6552734375,0.6220703125,0.5029296875,0.5,0.5,0.0,0.0
6393,0,0.4275280293578581,0.0,0.2,0.5,0,1,0.4979668439161714,0.6328125,0.607421875,0.5029296875,0.0,0.5,0.5,0.0
6394,0,0.4967198670678381,0.0,0.2,0.5,0,1,0.4978889757623143,0.6103515625,0.59375,0.501953125,0.5,0.5,0.0,0.0
6395,1,0.4528386745452208,1.0,0.8,0.5,0,1,0.4979674796747967,0.58984375,0.580078125,0.501953125,1.0,0.5,0.5,1.0
6396,0,0.5563768675749406,0.0,0.2,0.5,0,1,0.4978896357667656,0.603515625,0.58984375,0.501953125,0.5,0.0,0.0,0.5
6397,1,0.2732072679278085,1.0,0.8,0.5,0,1,0.4979681150359487,0.5830078125,0.5771484375,0.501953125,1.0,0.5,0.5,1.0
6398,0,0.5342653988089499,0.0,0.2,0.5,0,1,0.4978902953586498,0.59765625,0.5859375,0.501953125,0.5,0.5,0.0,0.0
6399,1,0.4902032760046061,1.0,0.8,0.5,0,1,0.49796875,0.5771484375,0.5732421875,0.501953125,1.0,0.5,0.5,1.0
6400,1,0.4759755386382007,1.0,0.8,0.5,0,1,0.498047180128105,0.591796875,0.58203125,0.501953125,0.5,0.5,1.0,1.0
6401,0,0.4903696328840804,0.0,0.2,0.5,0,1,0.4979693845673227,0.60546875,0.5908203125,0.5029296875,0.0,0.0,0.5,0.5
6402,0,0.2805613559552459,0.0,0.2,0.5,0,1,0.4978916133062627,0.5849609375,0.578125,0.501953125,0.5,0.5,0.0,0.0
6403,1,0.5694276169923478,1.0,0.8,0.5,0,1,0.4979700187382885,0.564453125,0.56640625,0.501953125,1.0,0.5,0.5,1.0
6404,1,0.5029121399137896,1.0,0.8,0.5,0,1,0.4980483996877439,0.5791015625,0.5751953125,0.501953125,0.5,0.5,1.0,1.0
6405,0,0.7453035449586899,0.0,0.2,0.5,0,1,0.4979706525132688,0.59375,0.583984375,0.5029296875,0.0,0.5,0.5,0.0
6406,0,0.5718793179435182,0.0,0.2,0.5,0,1,0.497892929608241,0.5732421875,0.5712890625,0.501953125,0.5,0.0,0.0,0.5
6407,0,0.5213391288714809,0.0,0.2,0.5,0,1,0.4978152309612983,0.5537109375,0.5595703125,0.501953125,0.0,0.5,0.5,0.0
6408,0,0.39125438100239,0.0,0.2,0.5,0,1,0.497737556561086,0.5341796875,0.548828125,0.501953125,0.5,0.5,0.0,0.0
6409,0,0.4112658132058784,0.0,0.2,0.5,0,1,0.4976599063962558,0.515625,0.5380859375,0.501953125,0.0,0.5,0.5,0.0
6410,1,0.4059695210288175,1.0,0.8,0.5,0,1,0.497738262361566,0.498046875,0.52734375,0.501953125,0.5,0.5,1.0,1.0
6411,0,0.6922118724848603,0.0,0.2,0.5,0,1,0.4976606363069245,0.515625,0.5361328125,0.501953125,0.0,0.0,0.5,0.5
6412,0,0.4173302802510202,0.0,0.2,0.5,0,1,0.4975830344612506,0.4970703125,0.5263671875,0.501953125,0.5,0.5,0.0,0.0
6413,0,0.3477636147724553,0.0,0.2,0.5,0,1,0.497505456813221,0.48046875,0.515625,0.5009765625,0.0,0.5,0.5,0.0
6414,0,0.5922024119108855,0.0,0.2,0.5,0,1,0.4974279033515199,0.4638671875,0.5068359375,0.5009765625,0.5,0.5,0.0,0.0
6415,0,0.5872962956895175,0.0,0.2,0.5,0,1,0.4973503740648379,0.447265625,0.4970703125,0.5009765625,0.0,0.5,0.5,0.0
6416,0,0.4899450068936034,0.0,0.2,0.5,0,1,0.4972728689418731,0.431640625,0.48828125,0.5009765625,0.5,0.0,0.0,0.5
6417,1,0.5940455358847052,1.0,0.8,0.5,0,1,0.4973511997507011,0.4169921875,0.48046875,0.5009765625,1.0,0.5,0.5,1.0
6418,0,0.5274938156278492,0.0,0.2,0.5,0,1,0.4972737186477644,0.4375,0.4892578125,0.5009765625,0.5,0.5,0.0,0.0
6419,0,0.3726477936651216,0.0,0.2,0.5,0,1,0.497196261682243,0.421875,0.48046875,0.5009765625,0.0,0.5,0.5,0.0
6420,1,0.7106996675827679,1.0,0.8,0.5,0,1,0.4972745678243264,0.4072265625,0.47265625,0.5,0.5,0.5,1.0,1.0
6421,0,0.2785042790043697,0.0,0.2,0.5,0,1,0.4971971348489567,0.427734375,0.4814453125,0.5009765625,0.0,0.0,0.5,0.5
6422,1,0.4657711943258452,1.0,0.8,0.5,0,1,0.4972754164720535,0.4130859375,0.47265625,0.5,0.5,0.5,1.0,1.0
6423,1,0.6466830454626349,1.0,0.8,0.5,0,1,0.4973536737235367,0.43359375,0.482421875,0.5009765625,1.0,0.5,0.5,1.0
6424,1,0.6970290892751104,1.0,0.8,0.5,0,1,0.497431906614786,0.453125,0.4912109375,0.5009765625,0.5,0.5,1.0,1.0
6425,0,0.4074907472964709,0.0,0.2,0.5,0,1,0.4973544973544973,0.4716796875,0.5,0.5009765625,0.0,0.5,0.5,0.0
6426,1,0.499392858501072,1.0,0.8,0.5,0,1,0.4974327057725222,0.4560546875,0.4912109375,0.5009765625,0.5,1.0,1.0,0.5
6427,0,0.4011708154997352,0.0,0.2,0.5,0,1,0.4973553204729309,0.474609375,0.5,0.5009765625,0.0,0.5,0.5,0.0
6428,0,0.64887702595483,0.0,0.2,0.5,0,1,0.4972779592471613,0.4580078125,0.4912109375,0.5009765625,0.5,0.5,0.0,0.0
6429,1,0.5280410894765069,1.0,0.8,0.5,0,1,0.4973561430793157,0.4423828125,0.482421875,0.5009765625,1.0,0.5,0.5,1.0
6430,0,0.4651089136845244,0.0,0.2,0.5,0,1,0.4972788057844814,0.4619140625,0.4912109375,0.5009765625,0.5,0.5,0.0,0.0
6431,0,0.5554252567766071,0.0,0.2,0.5,0,1,0.4972014925373134,0.4453125,0.482421875,0.5009765625,0.0,0.0,0.5,0.5
6432,0,0.3457758763943225,0.0,0.2,0.5,0,1,0.4971242033265972,0.4306640625,0.474609375,0.5,0.5,0.5,0.0,0.0
6433,0,0.3742469448539302,0.0,0.2,0.5,0,1,0.4970469381411252,0.4150390625,0.466796875,0.5,0.0,0.5,0.5,0.0
6434,1,0.5271502366101397,1.0,0.8,0.5,0,1,0.4971250971250971,0.4013671875,0.458984375,0.5,0.5,0.5,1.0,1.0
6435,1,0.629022851650121,1.0,0.8,0.5,0,1,0.4972032318210068,0.421875,0.4677734375,0.5,1.0,0.5,0.5,1.0
6436,0,0.4753459363705315,0.0,0.2,0.5,0,1,0.4971259903681839,0.44140625,0.4765625,0.5,0.5,0.0,0.0,0.5
6437,0,0.5342479191279021,0.0,0.2,0.5,0,1,0.4970487729108419,0.4267578125,0.46875,0.5,0.0,0.5,0.5,0.0
6438,0,0.3969567171167151,0.0,0.2,0.5,0,1,0.4969715794378009,0.412109375,0.4609375,0.5,0.5,0.5,0.0,0.0
6439,1,0.6764942218299237,1.0,0.8,0.5,0,1,0.4970496894409938,0.3974609375,0.453125,0.5,1.0,0.5,0.5,1.0
6440,0,0.5847559524594996,0.0,0.2,0.5,0,1,0.4969725197950629,0.41796875,0.4619140625,0.5,0.5,0.5,0.0,0.0
6441,0,0.633467879566868,0.0,0.2,0.5,0,1,0.4968953741074201,0.404296875,0.4541015625,0.5,0.0,0.0,0.5,0.5
6442,0,0.6674733258016843,0.0,0.2,0.5,0,1,0.4968182523669098,0.3896484375,0.447265625,0.5,0.5,0.5,0.0,0.0
6443,0,0.4763119016032367,0.0,0.2,0.5,0,1,0.4967411545623836,0.376953125,0.439453125,0.4990234375,0.0,0.5,0.5,0.0
6444,0,0.4644298539868373,0.0,0.2,0.5,0,1,0.4966640806826998,0.36328125,0.4326171875,0.4990234375,0.5,0.5,0.0,0.0
6445,0,0.2967503361550041,0.0,0.2,0.5,0,1,0.4965870307167235,0.3505859375,0.42578125,0.4990234375,0.0,0.5,0.5,0.0
6446,1,0.4557165045765017,1.0,0.8,0.5,0,1,0.4966651155576237,0.3388671875,0.419921875,0.4990234375,0.5,1.0,1.0,0.5
6447,0,0.5671443872131651,0.0,0.2,0.5,0,1,0.4965880893300248,0.361328125,0.4287109375,0.4990234375,0.0,0.5,0.5,0.0
6448,1,0.6084361280614793,1.0,0.8,0.5,0,1,0.4966661497906652,0.349609375,0.421875,0.4990234375,0.5,0.5,1.0,1.0
6449,1,0.5276468526412299,1.0,0.8,0.5,0,1,0.4967441860465116,0.3720703125,0.4306640625,0.4990234375,1.0,0.5,0.5,1.0
6450,0,0.4884451893703137,0.0,0.2,0.5,0,1,0.4966671833824213,0.3935546875,0.439453125,0.4990234375,0.5,0.5,0.0,0.0
6451,0,0.5988373088783077,0.0,0.2,0.5,0,1,0.4965902045877247,0.3798828125,0.4326171875,0.4990234375,0.0,0.0,0.5,0.5
6452,0,0.5411293988720589,0.0,0.2,0.5,0,1,0.496513249651325,0.3662109375,0.42578125,0.4990234375,0.5,0.5,0.0,0.0
6453,0,0.4372993261569311,0.0,0.2,0.5,0,1,0.496436318562132,0.3544921875,0.4189453125,0.4990234375,0.0,0.5,0.5,0.0
6454,0,0.4853943743241948,0.0,0.2,0.5,0,1,0.4963594113090627,0.341796875,0.4130859375,0.4990234375,0.5,0.5,0.0,0.0
6455,1,0.5272930787448256,1.0,0.8,0.5,0,1,0.4964374225526642,0.330078125,0.40625,0.498046875,1.0,0.5,0.5,1.0
6456,1,0.3901056540181052,1.0,0.8,0.5,0,1,0.4965154096329565,0.353515625,0.4150390625,0.4990234375,0.5,1.0,1.0,0.5
6457,0,0.2242736166403838,0.0,0.2,0.5,0,1,0.4964385258593992,0.375,0.4248046875,0.4990234375,0.0,0.5,0.5,0.0
6458,0,0.575613583895513,0.0,0.2,0.5,0,1,0.496361665892553,0.3623046875,0.41796875,0.4990234375,0.5,0.5,0.0,0.0
6459,1,0.401723167672401,1.0,0.8,0.5,0,1,0.4964396284829721,0.349609375,0.4111328125,0.498046875,1.0,0.5,0.5,1.0
6460,0,0.5910848925787358,0.0,0.2,0.5,0,1,0.49636279213744,0.3720703125,0.4208984375,0.4990234375,0.5,0.5,0.0,0.0
6461,0,0.5660413530694742,0.0,0.2,0.5,0,1,0.4962859795728876,0.359375,0.4140625,0.498046875,0.0,0.0,0.5,0.5
6462,1,0.4871067556751721,1.0,0.8,0.5,0,1,0.4963639176852855,0.34765625,0.4072265625,0.498046875,0.5,0.5,1.0,1.0
6463,1,0.6828012370496098,1.0,0.8,0.5,0,1,0.4964418316831683,0.369140625,0.4169921875,0.498046875,1.0,0.5,0.5,1.0
6464,1,0.5675960974235343,1.0,0.8,0.5,0,1,0.4965197215777262,0.3916015625,0.42578125,0.4990234375,0.5,0.5,1.0,1.0
6465,1,0.4648044473494871,1.0,0.8,0.5,0,1,0.4965975873801422,0.412109375,0.4345703125,0.4990234375,1.0,0.5,0.5,1.0
6466,1,0.6621526148725256,1.0,0.8,0.5,0,1,0.4966754291015927,0.4326171875,0.443359375,0.4990234375,0.5,1.0,1.0,0.5
6467,1,0.3911734214803715,1.0,0.8,0.5,0,1,0.4967532467532468,0.4521484375,0.4521484375,0.4990234375,1.0,0.5,0.5,1.0
6468,1,0.2472863596660917,1.0,0.8,0.5,0,1,0.4968310403462668,0.470703125,0.4609375,0.4990234375,0.5,0.5,1.0,1.0
6469,1,0.4642866948442182,1.0,0.8,0.5,0,1,0.4969088098918083,0.4892578125,0.470703125,0.4990234375,1.0,0.5,0.5,1.0
6470,0,0.5947976563684669,0.0,0.2,0.5,0,1,0.4968320197805594,0.5068359375,0.4794921875,0.5,0.5,0.5,0.0,0.0
6471,1,0.5436882028838805,1.0,0.8,0.5,0,1,0.4969097651421508,0.4892578125,0.470703125,0.4990234375,1.0,1.0,0.5,0.5
6472,0,0.4728271476289978,0.0,0.2,0.5,0,1,0.4968329986096091,0.5068359375,0.4794921875,0.5,0.5,0.5,0.0,0.0
6473,1,0.5699366380069872,1.0,0.8,0.5,0,1,0.496910719802286,0.4892578125,0.4716796875,0.4990234375,1.0,0.5,0.5,1.0
6474,1,0.4221977847358324,1.0,0.8,0.5,0,1,0.496988416988417,0.5068359375,0.48046875,0.5,0.5,0.5,1.0,1.0
6475,0,0.3813631272010965,0.0,0.2,0.5,0,1,0.496911673872761,0.5244140625,0.4892578125,0.5,0.0,0.5,0.5,0.0
6476,0,0.4441629512952245,0.0,0.2,0.5,0,1,0.4968349544542226,0.505859375,0.4814453125,0.5,0.5,0.0,0.0,0.5
6477,0,0.4264023407801254,0.0,0.2,0.5,0,1,0.4967582587218277,0.48828125,0.47265625,0.4990234375,0.0,0.5,0.5,0.0
6478,0,0.3974809866365743,0.0,0.2,0.5,0,1,0.4966815866646087,0.4716796875,0.46484375,0.4990234375,0.5,0.5,0.0,0.0
6479,1,0.4836109578504936,1.0,0.8,0.5,0,1,0.4967592592592592,0.4560546875,0.45703125,0.4990234375,1.0,0.5,0.5,1.0
6480,1,0.6251045527254879,1.0,0.8,0.5,0,1,0.4968369078845857,0.474609375,0.4658203125,0.4990234375,0.5,0.5,1.0,1.0
6481,0,0.4682745720349853,0.0,0.2,0.5,0,1,0.4967602591792656,0.4921875,0.4755859375,0.4990234375,0.0,0.0,0.5,0.5
6482,1,0.4079058682644598,1.0,0.8,0.5,0,1,0.4968378836958198,0.4755859375,0.466796875,0.4990234375,0.5,0.5,1.0,1.0
6483,1,0.4462176227091657,1.0,0.8,0.5,0,1,0.4969154842689697,0.4931640625,0.4755859375,0.4990234375,1.0,0.5,0.5,1.0
6484,0,0.4775642965071338,0.0,0.2,0.5,0,1,0.4968388589051657,0.5107421875,0.4853515625,0.5,0.5,0.5,0.0,0.0
6485,0,0.5557343484128058,0.0,0.2,0.5,0,1,0.4967622571692877,0.4931640625,0.4765625,0.4990234375,0.0,0.5,0.5,0.0
6486,1,0.577883727652162,1.0,0.8,0.5,0,1,0.4968398335131802,0.4765625,0.46875,0.4990234375,0.5,1.0,1.0,0.5
6487,0,0.6766565607509394,0.0,0.2,0.5,0,1,0.4967632552404439,0.494140625,0.4775390625,0.4990234375,0.0,0.5,0.5,0.0
6488,1,0.4435188213811394,1.0,0.8,0.5,0,1,0.4968408075204191,0.4775390625,0.4697265625,0.4990234375,0.5,0.5,1.0,1.0
6489,1,0.5507356887148123,1.0,0.8,0.5,0,1,0.4969183359013867,0.4951171875,0.478515625,0.4990234375,1.0,0.5,0.5,1.0
6490,0,0.4812241554996555,0.0,0.2,0.5,0,1,0.4968417809274379,0.5126953125,0.4873046875,0.5,0.5,0.5,0.0,0.0
6491,0,0.39969097552573,0.0,0.2,0.5,0,1,0.4967652495378928,0.4951171875,0.478515625,0.4990234375,0.0,0.0,0.5,0.5
6492,0,0.5002016815745702,0.0,0.2,0.5,0,1,0.4966887417218543,0.478515625,0.470703125,0.4990234375,0.5,0.5,0.0,0.0
6493,0,0.2790936232115586,0.0,0.2,0.5,0,1,0.4966122574684324,0.4619140625,0.462890625,0.4990234375,0.0,0.5,0.5,0.0
6494,1,0.4608028877041057,1.0,0.8,0.5,0,1,0.4966897613548883,0.4453125,0.455078125,0.4990234375,0.5,0.5,1.0,1.0
6495,0,0.4910706512189929,0.0,0.2,0.5,0,1,0.4966133004926108,0.46484375,0.4638671875,0.4990234375,0.0,0.5,0.5,0.0
6496,1,0.4723192455837495,1.0,0.8,0.5,0,1,0.4966907803601662,0.44921875,0.4560546875,0.4990234375,0.5,1.0,1.0,0.5
6497,0,0.4261707807303042,0.0,0.2,0.5,0,1,0.4966143428747306,0.4677734375,0.46484375,0.4990234375,0.0,0.5,0.5,0.0
6498,1,0.5478168689595918,1.0,0.8,0.5,0,1,0.4966917987382674,0.4521484375,0.4580078125,0.4990234375,0.5,0.5,1.0,1.0
6499,1,0.44728769230002,1.0,0.8,0.5,0,1,0.4967692307692308,0.470703125,0.466796875,0.4990234375,1.0,0.5,0.5,1.0
6500,1,0.4143483687929075,1.0,0.8,0.5,0,1,0.4968466389786187,0.48828125,0.4755859375,0.4990234375,0.5,0.5,1.0,1.0
6501,1,0.4988511376027533,1.0,0.8,0.5,0,1,0.4969240233774223,0.5068359375,0.484375,0.4990234375,1.0,1.0,0.5,0.5
6502,1,0.4659031909180746,1.0,0.8,0.5,0,1,0.4970013839766262,0.5234375,0.4931640625,0.5,0.5,0.5,1.0,1.0
6503,0,0.5922036951083736,0.0,0.2,0.5,0,1,0.4969249692496925,0.5400390625,0.501953125,0.5,0.0,0.5,0.5,0.0
6504,0,0.5454823924348239,0.0,0.2,0.5,0,1,0.49684857801691,0.521484375,0.4931640625,0.5,0.5,0.5,0.0,0.0
6505,1,0.6110510375825875,1.0,0.8,0.5,0,1,0.4969259145404242,0.5029296875,0.484375,0.4990234375,1.0,0.5,0.5,1.0
6506,0,0.4145954109528176,0.0,0.2,0.5,0,1,0.4968495466420777,0.5205078125,0.4931640625,0.5,0.5,0.0,0.0,0.5
6507,0,0.4465761914539877,0.0,0.2,0.5,0,1,0.4967732022126613,0.501953125,0.484375,0.4990234375,0.0,0.5,0.5,0.0
6508,0,0.4841276412527956,0.0,0.2,0.5,0,1,0.4966968812413581,0.4853515625,0.4765625,0.4990234375,0.5,0.5,0.0,0.0
6509,1,0.5378657641774608,1.0,0.8,0.5,0,1,0.4967741935483871,0.46875,0.46875,0.4990234375,1.0,0.5,0.5,1.0
